,episode_length,episode_reward
559,1000,-78.2045226062637
560,119,-212.44532837557819
561,1000,-42.67127199412399
562,1000,-81.43959379115559
563,1000,-44.48250910317121
564,1000,-31.909345925398398
565,1000,-67.52468695652122
566,1000,-88.9892799756049
567,111,-182.50568618369383
568,1000,-115.29569509757452
569,1000,-98.20968113742926
570,1000,-75.72901396071778
571,1000,-59.465945052546985
572,1000,-69.41233449721031
573,1000,-31.197374360339452
574,135,-96.44229605083282
575,1000,39.19057993951236
576,680,-90.47735208448529
577,651,82.91122293490432
578,420,-73.0838162863171
579,666,-52.06848548532547
580,470,-72.95968374829104
581,713,216.64500001718028
582,349,-46.9931417231927
583,459,-84.61330941048818
584,1000,-35.351345333415296
585,1000,66.70605785949243
586,287,-32.11348723442916
587,316,0.9677503095883822
588,335,-20.77211462921609
589,354,223.14092180044275
590,408,-42.95227490468518
591,729,143.41826889812012
592,1000,144.9793054346003
593,455,4.9776436026401285
594,1000,13.090532363261351
595,900,213.1963977813325
596,1000,31.08460816419614
597,1000,79.99836198697315
598,1000,111.24725026111831
599,579,182.93420573459827
600,1000,12.608396079402867
601,861,166.36278080944982
602,1000,59.52215210181002
603,655,154.41430092692445
604,1000,19.496680899403962
605,1000,-42.184661017058254
606,1000,-27.568048959256885
607,1000,-92.32406266251611
608,57,-49.176456140098566
609,1000,-60.90858238927678
610,1000,-112.96036347864303
611,1000,4.185704532362406
612,1000,-80.79320521793525
613,1000,-49.42762299200607
614,1000,-45.727899433111176
615,1000,-100.60679064776392
616,1000,-128.44612321600002
617,1000,-137.5050827578037
618,1000,-155.455069491341
619,1000,-138.47822771891066
620,1000,-136.11620480790086
621,1000,-145.25666152823413
622,1000,-175.1864418980735
623,1000,-97.93703999843927
624,1000,-113.72340768418246
625,1000,-106.91057986495768
626,1000,-71.78879990466015
627,1000,-122.03178626145254
628,1000,-68.61115164354719
629,1000,-86.64773169105767
630,1000,-88.74962117034963
631,1000,-49.71488302307819
632,1000,-71.59049225129887
633,1000,-35.485485245493955
634,1000,-98.11550762674237
635,1000,-45.76511844076849
636,1000,-87.05862058435793
637,122,-124.40251649865537
638,1000,-42.19397957997275
639,1000,-42.788286087771326
640,1000,-76.02340812082703
641,1000,-119.66031083285378
642,1000,-34.45243316496217
643,1000,-18.44160279018021
644,107,-184.9753807079871
645,1000,-29.263369836710893
646,1000,-13.341821979613838
647,1000,-19.680508338186993
648,1000,-78.00881019699382
649,1000,-156.80702061954176
650,1000,-114.83247083338257
651,1000,-114.33928490280123
652,95,-183.82416053531426
653,1000,-71.75634025316779
654,120,-182.96558705494692
655,1000,-154.28723143300493
656,147,-123.97061325613471
657,873,-236.4418784965951
658,394,-184.64563539774886
659,318,-150.13398160471604
660,589,-210.12552347040025
661,767,194.69136981375536
662,433,-168.46246500435697
663,385,-165.3181204209444
664,738,-138.02989753217432
665,661,-151.9867212468024
666,227,-107.80118052255122
667,277,-90.53782989609974
668,173,-94.13350959800567
669,896,-222.47858619527852
670,401,-114.316447361129
671,1000,-71.82792291882873
672,792,-203.7002828467296
673,805,-200.69367631234843
674,1000,10.479938217645417
675,1000,-36.40624047554153
676,1000,-26.551102791658135
677,1000,-15.147668348771509
678,1000,16.793436426933383
679,1000,31.314743412902992
680,1000,-83.8477140269927
681,1000,41.78032071086037
682,893,119.26702031372409
683,151,-111.55063147260253
684,747,192.2572027116123
685,708,148.695016839061
686,812,150.19880831890552
687,684,212.83318101616993
688,1000,-52.756833702466295
689,1000,98.97323776539758
690,691,181.45633243265468
691,1000,71.50495227424145
692,959,125.3925713616772
693,801,148.87966954064635
694,1000,56.91188837272075
695,1000,-24.39146692954951
696,779,-114.10634462407184
697,1000,-31.6423705487154
698,1000,98.1097838129973
699,1000,97.0806340283255
700,1000,70.31961913774524
701,913,138.07320592623046
702,1000,72.21791341802545
703,1000,20.628787759865038
704,532,198.3272825545131
705,572,-66.97700844851062
706,737,143.2301684776701
707,963,188.4412887261045
708,1000,63.49966995102738
709,580,193.59570034258184
710,1000,82.61148018105038
711,573,158.410506417457
712,622,163.6946016534975
713,1000,98.32118514871313
714,922,-143.89741241089396
715,1000,39.45647227347323
716,345,-10.882983796422252
717,1000,-27.186220095117534
718,613,240.78462947113505
719,67,-69.80878413390269
720,1000,-111.07863131419356
721,960,-300.2706966611936
722,158,-181.6267605890656
723,453,-223.90751957486714
724,171,-161.61421713511237
725,288,-164.50513224742815
726,626,-246.21480792876682
727,137,-146.47004541572701
728,144,10.844685134335109
729,1000,-68.23051089163643
730,1000,-105.54756630483497
731,1000,-178.83974065425082
732,1000,-78.25046815992533
733,1000,-38.211604501973575
734,1000,-91.99176178673072
735,1000,-129.4738565545416
736,1000,-66.16663511558758
737,1000,-86.51998260918869
738,113,-277.2681032653487
739,1000,-129.37837586658094
740,1000,-89.32800669431869
741,1000,-40.214642194847976
742,1000,-83.82365640224616
743,1000,-44.13220268034963
744,1000,-110.41157296004154
745,1000,-67.61393111362716
746,1000,-73.4837030763343
747,1000,-162.8497002050623
748,587,-208.35733912284763
749,1000,-55.59784254790707
750,1000,-66.75479872773398
751,549,-215.79638263922453
752,302,-200.68011037063815
753,1000,-45.3018165781729
754,1000,-55.565755869978744
755,1000,-62.576521117207285
756,1000,-15.419976501021214
757,87,-173.60260635617902
758,1000,-88.78769289979482
759,1000,-34.901049947247564
760,1000,-56.958549119393155
761,1000,-43.05624474503056
762,1000,-29.386839464122183
763,1000,-21.363030787772605
764,1000,-19.269849417153033
765,1000,2.9406387794139537
766,1000,11.255421837736646
767,1000,-16.866287946380446
768,1000,-25.967663148994596
769,1000,19.158161098949588
770,659,-0.5603538269764528
771,1000,72.59953077371266
772,1000,74.39089402464981
773,1000,65.6223983061891
774,1000,122.51409425869639
775,1000,96.13789889546707
776,1000,85.72709282672331
777,1000,-142.4041986791763
778,1000,-100.37900458540015
779,1000,-119.03598098998525
780,359,222.43360986620672
781,1000,-55.655702301994786
782,597,129.6560111955123
783,353,226.12668702130864
784,1000,-36.427593592991755
785,600,141.43154172030472
786,407,209.95617046337622
787,192,30.525169466192438
788,403,270.70981506112327
789,494,160.7951556536218
790,1000,-46.53575869546403
791,431,239.55784570303717
792,616,163.58414015153193
793,408,-45.59748016505753
794,778,158.96418857502525
795,600,218.2814392718289
796,614,218.9985707026372
797,996,131.56220352213805
798,977,-103.09763026634958
799,459,197.04143266980878
800,551,213.77080929523828
801,123,-136.0389681645314
802,549,149.51274680330508
803,751,140.70340613954357
804,478,240.00938879225149
805,1000,24.48187915858918
806,737,-90.31386366638091
807,699,112.88477379713024
808,1000,118.73743732263151
809,1000,106.19262691693795
810,663,162.01197444520758
811,1000,6.381085340425403
812,757,160.99500008854386
813,730,143.11019807323444
814,944,146.05246811351395
815,603,255.73232361150343
816,1000,131.5348297197292
817,210,77.30905864432447
818,1000,95.07221262549031
819,1000,107.56934692358783
820,303,220.1191794640055
821,724,262.61473354886823
822,385,227.21648501295968
823,568,213.58044459038376
824,1000,81.60862710392666
825,627,181.94885144801802
826,1000,150.71250540090256
827,1000,137.69566236147
828,1000,118.5225481492618
829,676,221.27467886335523
830,295,210.32368570340697
831,1000,108.82197060668979
832,268,-21.15461244241365
833,529,215.51269061828506
834,1000,131.37288398754922
835,1000,129.59386153345324
836,1000,148.49753232432857
837,1000,104.20313887671949
838,270,-30.374468062508598
839,1000,135.44161695427096
840,1000,127.97145738898772
841,452,224.7062311694751
842,1000,122.25027528160832
843,1000,111.71791886838685
844,1000,140.1710260016419
845,1000,91.90986334184757
846,1000,118.85255386097406
847,867,228.49422766071933
848,368,229.8026903062252
849,391,206.67997737503185
850,414,258.7353110223684
851,1000,94.30045138680379
852,1000,122.0763579393977
853,1000,113.49778289908478
854,1000,93.98637080555537
855,1000,133.0870519864511
856,1000,132.5196834141124
857,1000,128.76625120143737
858,1000,115.1140543719596
859,1000,115.57564588140194
860,1000,113.13612042910522
861,1000,134.74215348899148
862,1000,94.4557098041693
863,1000,146.7666717708297
864,1000,139.61602708348406
865,308,249.14511958357068
866,1000,123.43733510325976
867,1000,175.82415967360677
868,1000,169.96605259374095
869,270,201.0341949554625
870,1000,120.45418637465777
871,1000,119.90335406327186
872,1000,107.04899223492941
873,604,212.03635198047084
874,178,20.85275051885452
875,1000,130.31179566693078
876,1000,117.92115240987472
877,1000,152.10396515786755
878,1000,149.1463951385228
879,207,-18.865242848852475
880,1000,122.94968237483214
881,491,-51.86668062147439
882,1000,131.03088570420672
883,196,10.843123496799564
884,1000,139.3143419147418
885,181,7.297191994303645
886,1000,150.76085138363996
887,1000,99.03337358179965
888,248,241.37895331323372
889,111,44.34923505343508
890,234,269.0538734149218
891,185,6.161961188649343
892,185,0.16752475847033566
893,1000,109.47832773062109
894,88,10.816687192323712
895,188,-5.972168171372374
896,370,256.4620355012462
897,208,-27.07484067887998
898,1000,122.07528003622313
899,430,203.7950658370986
900,184,14.32710883470699
901,223,13.663449833362435
902,348,16.670302298266506
903,232,-2.606557479464641
904,273,223.21141180753665
905,327,-25.885601120076487
906,985,243.63838991088107
907,832,192.9445879400297
908,530,-84.8970150475492
909,72,-33.80555285838503
910,423,215.66172706600807
911,199,42.87308406428107
912,214,-31.270946279672316
913,225,-43.2582658484597
914,569,162.23817375115817
915,345,-58.19501837482305
916,1000,-52.87105827684562
917,1000,-50.019073044149536
918,1000,-162.2670803346851
919,1000,-29.533839358649573
920,640,222.6905314827656
921,1000,-57.04886210782072
922,1000,85.10666330923104
923,1000,80.33915156172938
924,1000,-43.30159719831209
925,492,237.89041976169398
926,503,203.84881640695082
927,1000,-16.019642711458726
928,1000,-10.933571303913581
929,1000,-45.62616908759259
930,143,-120.6330679731989
931,269,-120.05028784011026
932,183,-96.61401982754904
933,447,-151.96653197786014
934,1000,-30.027795264062803
935,1000,-47.001831265437154
936,1000,-41.59130048169145
937,1000,-11.38467026637742
938,1000,-3.1465058781556836
939,1000,6.125866781084044
940,1000,48.56456687676089
941,1000,67.40304335201206
942,1000,80.81589470670512
943,1000,152.61429017010988
944,1000,91.98264014464006
945,1000,103.40169190709999
946,1000,107.99506411483196
947,1000,129.7284985778789
948,1000,70.22546302964145
949,1000,156.67165686773066
950,1000,84.61074628646442
951,1000,103.88695212792503
952,1000,118.88124385698042
953,1000,96.77678731841722
954,498,210.4173642361165
955,1000,128.3580789366667
956,1000,117.36233711106654
957,220,49.40806174513659
958,1000,117.10494909258014
959,1000,141.77212677924965
960,1000,146.2780317592845
961,1000,150.91782036771144
962,211,6.0460104704473565
963,368,264.3545314332998
964,298,238.9932719607401
965,395,236.55471339426865
966,154,9.553960021637948
967,344,251.60109464481084
968,133,66.21616600216905
969,378,253.86515308167697
970,151,-24.05541570311628
971,1000,116.35886837401166
972,1000,113.30286346741626
973,1000,121.17713162622482
974,164,25.141979806350875
975,622,215.7389168711015
976,258,-19.602073010255097
977,1000,137.72694936129236
978,400,223.65359413114868
979,228,237.1775869959504
980,226,-3.7389983292386404
981,560,247.5251986280053
982,987,200.45668464828736
983,276,262.179798894119
984,218,-7.843659979002723
985,1000,85.1183228699187
986,1000,143.88606760253052
987,281,245.7493064059423
988,254,19.003618353496833
989,944,217.21307401002665
990,292,215.00832786643832
991,384,231.24661329245458
992,393,192.98669503602036
993,252,-22.685095327827142
994,569,255.74178553460155
995,1000,141.52682032612898
996,1000,151.969414072597
997,1000,125.90536974806722
998,195,32.50104861764672
999,363,219.86231377658908
